parcel_id,village,district,taluk,digital_block_no,survey_no,subdivision_no,parcel_area_sq_m,parcel_area_ha,land_use,centroid_latitude,centroid_longitude,elevation_m,slope_degree,rainfall_24h_mm,rainfall_7day_mm,flood_depth_m,flood_probability,landslide_probability,distance_to_river_m,distance_to_road_m,population_density_per_sq_km,building_density,soil_moisture_index,risk_score,risk_level,risk_rank_within_village,relocation_screening,recommended_action,hazard_screening_basis,cadastral_status,geometry_status,property_boundary_status,data_status,official_cadastral_boundary,usable_for_prototype,usable_as_legal_land_record
MEP-0114,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-122,4,781.0,0.0781,Mixed/Residential,11.5556,76.1148,810.5,19.2,287.5,575.0,0.9,0.6,0.79,514.0,206.0,860.0,0.42,0.655,81.0,HIGH,114,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0115,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-122,5,818.0,0.0818,Mixed/Residential,11.5568,76.1148,819.0,20.6,300.0,600.0,0.0,0.65,0.82,532.0,218.0,880.0,0.46,0.69,88.0,HIGH,115,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0116,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-123,1,855.0,0.0855,Mixed/Residential,11.558,76.1148,827.5,22.0,312.5,625.0,0.18,0.7,0.85,550.0,230.0,900.0,0.5,0.725,95.0,HIGH,116,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0117,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-123,2,892.0,0.0892,Mixed/Residential,11.5592,76.1148,836.0,23.4,325.0,650.0,0.36,0.75,0.88,568.0,242.0,920.0,0.54,0.76,72.0,HIGH,117,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0118,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-123,3,929.0,0.0929,Mixed/Residential,11.5604,76.1148,844.5,24.8,337.5,675.0,0.54,0.8,0.91,586.0,254.0,940.0,0.58,0.795,79.0,HIGH,118,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0119,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-123,4,966.0,0.0966,Mixed/Residential,11.5616,76.1148,853.0,26.2,350.0,700.0,0.72,0.85,0.94,604.0,266.0,960.0,0.62,0.83,86.0,HIGH,119,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0120,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-123,5,1003.0,0.1003,Mixed/Residential,11.5628,76.1148,861.5,27.6,362.5,725.0,0.9,0.9,0.97,622.0,278.0,980.0,0.66,0.865,93.0,HIGH,120,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0121,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-124,1,1040.0,0.104,Mixed/Residential,11.564,76.1148,700.0,8.0,250.0,450.0,0.0,0.45,0.7,100.0,50.0,700.0,0.3,0.55,70.0,HIGH,121,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0122,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-124,2,1077.0,0.1077,Mixed/Residential,11.5652,76.1148,708.5,9.4,262.5,475.0,0.18,0.5,0.73,118.0,62.0,720.0,0.34,0.585,77.0,HIGH,122,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0123,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-124,3,1114.0,0.1114,Mixed/Residential,11.5664,76.1148,717.0,10.8,275.0,500.0,0.36,0.55,0.76,136.0,74.0,740.0,0.38,0.62,84.0,HIGH,123,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0124,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-124,4,1151.0,0.1151,Mixed/Residential,11.5676,76.1148,725.5,12.2,287.5,525.0,0.54,0.6,0.79,154.0,86.0,760.0,0.42,0.655,91.0,HIGH,124,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0125,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-124,5,1188.0,0.1188,Mixed/Residential,11.5688,76.1148,734.0,13.6,300.0,550.0,0.72,0.65,0.82,172.0,98.0,780.0,0.46,0.69,98.0,HIGH,125,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0126,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-125,1,300.0,0.03,Mixed/Residential,11.54,76.116,742.5,15.0,312.5,575.0,0.9,0.7,0.85,190.0,110.0,800.0,0.5,0.725,75.0,HIGH,126,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0127,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-125,2,337.0,0.0337,Mixed/Residential,11.5412,76.116,751.0,16.4,325.0,600.0,0.0,0.75,0.88,208.0,122.0,820.0,0.54,0.76,82.0,HIGH,127,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0128,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-125,3,374.0,0.0374,Mixed/Residential,11.5424,76.116,759.5,17.8,337.5,625.0,0.18,0.8,0.91,226.0,134.0,840.0,0.58,0.795,89.0,HIGH,128,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0129,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-125,4,411.0,0.0411,Mixed/Residential,11.5436,76.116,768.0,19.2,350.0,650.0,0.36,0.85,0.94,244.0,146.0,860.0,0.62,0.83,96.0,HIGH,129,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0130,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-125,5,448.0,0.0448,Mixed/Residential,11.5448,76.116,776.5,20.6,362.5,675.0,0.54,0.9,0.97,262.0,158.0,880.0,0.66,0.865,73.0,HIGH,130,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0131,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-126,1,485.0,0.0485,Mixed/Residential,11.546,76.116,785.0,22.0,250.0,700.0,0.72,0.45,0.7,280.0,170.0,900.0,0.3,0.55,80.0,HIGH,131,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0132,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-126,2,522.0,0.0522,Mixed/Residential,11.5472,76.116,793.5,23.4,262.5,725.0,0.9,0.5,0.73,298.0,182.0,920.0,0.34,0.585,87.0,HIGH,132,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0133,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-126,3,559.0,0.0559,Mixed/Residential,11.5484,76.116,802.0,24.8,275.0,450.0,0.0,0.55,0.76,316.0,194.0,940.0,0.38,0.62,94.0,HIGH,133,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0134,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-126,4,596.0,0.0596,Mixed/Residential,11.5496,76.116,810.5,26.2,287.5,475.0,0.18,0.6,0.79,334.0,206.0,960.0,0.42,0.655,71.0,HIGH,134,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0135,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-126,5,633.0,0.0633,Mixed/Residential,11.5508,76.116,819.0,27.6,300.0,500.0,0.36,0.65,0.82,352.0,218.0,980.0,0.46,0.69,78.0,HIGH,135,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0136,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-127,1,670.0,0.067,Mixed/Residential,11.552,76.116,827.5,8.0,312.5,525.0,0.54,0.7,0.85,370.0,230.0,700.0,0.5,0.725,85.0,HIGH,136,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0137,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-127,2,707.0,0.0707,Mixed/Residential,11.5532,76.116,836.0,9.4,325.0,550.0,0.72,0.75,0.88,388.0,242.0,720.0,0.54,0.76,92.0,HIGH,137,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0138,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-127,3,744.0,0.0744,Mixed/Residential,11.5544,76.116,844.5,10.8,337.5,575.0,0.9,0.8,0.91,406.0,254.0,740.0,0.58,0.795,99.0,HIGH,138,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0139,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-127,4,781.0,0.0781,Mixed/Residential,11.5556,76.116,853.0,12.2,350.0,600.0,0.0,0.85,0.94,424.0,266.0,760.0,0.62,0.83,76.0,HIGH,139,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0140,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-127,5,818.0,0.0818,Mixed/Residential,11.5568,76.116,861.5,13.6,362.5,625.0,0.18,0.9,0.97,442.0,278.0,780.0,0.66,0.865,83.0,HIGH,140,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0141,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-128,1,855.0,0.0855,Mixed/Residential,11.558,76.116,700.0,15.0,250.0,650.0,0.36,0.45,0.7,460.0,50.0,800.0,0.3,0.55,90.0,HIGH,141,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0142,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-128,2,892.0,0.0892,Mixed/Residential,11.5592,76.116,708.5,16.4,262.5,675.0,0.54,0.5,0.73,478.0,62.0,820.0,0.34,0.585,97.0,HIGH,142,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0143,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-128,3,929.0,0.0929,Mixed/Residential,11.5604,76.116,717.0,17.8,275.0,700.0,0.72,0.55,0.76,496.0,74.0,840.0,0.38,0.62,74.0,HIGH,143,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0144,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-128,4,966.0,0.0966,Mixed/Residential,11.5616,76.116,725.5,19.2,287.5,725.0,0.9,0.6,0.79,514.0,86.0,860.0,0.42,0.655,81.0,HIGH,144,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0145,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-128,5,1003.0,0.1003,Mixed/Residential,11.5628,76.116,734.0,20.6,300.0,450.0,0.0,0.65,0.82,532.0,98.0,880.0,0.46,0.69,88.0,HIGH,145,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0146,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-129,1,1040.0,0.104,Mixed/Residential,11.564,76.116,742.5,22.0,312.5,475.0,0.18,0.7,0.85,550.0,110.0,900.0,0.5,0.725,95.0,HIGH,146,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0147,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-129,2,1077.0,0.1077,Mixed/Residential,11.5652,76.116,751.0,23.4,325.0,500.0,0.36,0.75,0.88,568.0,122.0,920.0,0.54,0.76,72.0,HIGH,147,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0148,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-129,3,1114.0,0.1114,Mixed/Residential,11.5664,76.116,759.5,24.8,337.5,525.0,0.54,0.8,0.91,586.0,134.0,940.0,0.58,0.795,79.0,HIGH,148,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0149,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-129,4,1151.0,0.1151,Mixed/Residential,11.5676,76.116,768.0,26.2,350.0,550.0,0.72,0.85,0.94,604.0,146.0,960.0,0.62,0.83,86.0,HIGH,149,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0150,Meppadi,Wayanad,Vythiri,MEP-DB-03,MEP-S-129,5,1188.0,0.1188,Mixed/Residential,11.5688,76.116,776.5,27.6,362.5,575.0,0.9,0.9,0.97,622.0,158.0,980.0,0.66,0.865,93.0,HIGH,150,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0151,Meppadi,Wayanad,Vythiri,MEP-DB-04,MEP-S-130,1,300.0,0.03,Mixed/Residential,11.54,76.1172,785.0,8.0,250.0,600.0,0.0,0.45,0.7,100.0,170.0,700.0,0.3,0.55,70.0,HIGH,151,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0152,Meppadi,Wayanad,Vythiri,MEP-DB-04,MEP-S-130,2,337.0,0.0337,Mixed/Residential,11.5412,76.1172,793.5,9.4,262.5,625.0,0.18,0.5,0.73,118.0,182.0,720.0,0.34,0.585,77.0,HIGH,152,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
MEP-0153,Meppadi,Wayanad,Vythiri,MEP-DB-04,MEP-S-130,3,374.0,0.0374,Mixed/Residential,11.5424,76.1172,802.0,10.8,275.0,650.0,0.36,0.55,0.76,136.0,194.0,740.0,0.38,0.62,84.0,HIGH,153,HISTORICAL_SOURCE_AREA_NOT_A_RELOCATION_DESTINATION,DO_NOT_USE_AS_RELOCATION_DESTINATION,Synthetic historical-source-area demonstration record; not an official cadastral/hazard determination,SYNTHETIC_DEMO_NOT_OFFICIAL,SYNTHETIC_DEMO_POLYGON_NOT_OFFICIAL,DO_NOT_USE_AS_LEGAL_BOUNDARY,SYNTHETIC_DEMO_ONLY,NO,YES,NO
